Date,Close/Last,Volume,Open,High,Low
05/29/2024,$177.40,15023850,$176.81,$178.23,$176.26
05/28/2024,$178.02,15655340,$175.74,$178.51,$175.68
05/24/2024,$176.33,11403560,$176.52,$177.3044,$175.20
05/23/2024,$175.06,14928360,$178.78,$179.91,$174.54
05/22/2024,$178.00,16189400,$178.40,$178.852,$176.7801
05/21/2024,$179.54,14706020,$178.40,$179.82,$177.31
05/20/2024,$178.46,17495120,$177.31,$179.95,$177.225
05/17/2024,$177.29,16546350,$175.55,$177.495,$174.98
05/16/2024,$175.43,17247310,$174.60,$176.34,$174.05
05/15/2024,$173.88,20958250,$172.30,$174.0459,$172.03
05/14/2024,$171.93,18729460,$171.59,$172.78,$170.42
05/13/2024,$170.90,19648590,$165.847,$170.95,$165.76
05/10/2024,$170.29,18740460,$169.69,$171.34,$167.91
05/09/2024,$171.58,11937700,$171.15,$172.44,$169.93
05/08/2024,$171.16,14569860,$170.75,$171.9092,$170.522
05/07/2024,$172.98,21102430,$170.12,$173.47,$170.00
05/06/2024,$169.83,15147910,$169.22,$169.90,$167.89
05/03/2024,$168.99,22767060,$169.54,$169.85,$164.98
05/02/2024,$168.46,17041120,$166.67,$168.53,$165.69
05/01/2024,$165.57,25223250,$166.18,$168.81,$164.90
04/30/2024,$164.64,29420760,$167.38,$169.87,$164.50
04/29/2024,$167.90,35914560,$170.77,$171.38,$167.06
04/26/2024,$173.69,56500790,$175.99,$176.42,$171.40
04/25/2024,$157.95,36197790,$153.36,$158.28,$152.768
04/24/2024,$161.10,19485690,$159.09,$161.39,$158.82
04/23/2024,$159.92,16115410,$158.59,$160.48,$157.965
04/22/2024,$157.95,17243870,$156.01,$159.185,$155.66
04/19/2024,$155.72,21479880,$157.75,$157.99,$153.91
04/18/2024,$157.46,14016070,$156.925,$158.485,$156.21
04/17/2024,$156.88,16237750,$157.19,$158.681,$156.135
04/16/2024,$156.00,15413200,$155.64,$157.23,$155.05
04/15/2024,$156.33,21140950,$160.28,$160.83,$156.15
04/12/2024,$159.19,16989770,$159.405,$161.70,$158.60
04/11/2024,$160.79,17841700,$158.34,$161.1199,$157.93
04/10/2024,$157.66,16339170,$157.88,$158.16,$156.20
04/09/2024,$158.14,21538140,$157.35,$159.89,$156.64
04/08/2024,$156.14,16641530,$154.015,$156.655,$153.99
04/05/2024,$153.94,16297320,$151.68,$154.84,$151.081
04/04/2024,$151.94,24184840,$155.08,$156.18,$151.88
04/03/2024,$156.37,17266180,$154.92,$156.55,$154.1321
04/02/2024,$155.87,17598060,$154.75,$155.99,$153.46
04/01/2024,$156.50,24469820,$151.83,$157.00,$151.65
03/28/2024,$152.26,21105630,$152.00,$152.67,$151.33
03/27/2024,$151.94,16621960,$152.145,$152.69,$150.13
