Date,Close/Last,Volume,Open,High,Low
01/25/2024,$616.17,48277680,$623.50,$627.19,$608.50
01/24/2024,$613.62,56027080,$603.04,$628.49,$599.38
01/23/2024,$598.73,29465450,$595.70,$599.10,$585.85
01/22/2024,$596.54,45295460,$600.49,$603.31,$590.70
01/19/2024,$594.91,54350150,$579.89,$595.00,$572.25
01/18/2024,$571.07,49165040,$572.60,$576.00,$561.07
01/17/2024,$560.53,47439440,$563.47,$564.7068,$547.40
01/16/2024,$563.82,44957970,$550.18,$568.3499,$549.00
01/12/2024,$547.10,35299360,$546.20,$549.70,$543.3008
01/11/2024,$548.22,59675880,$549.99,$553.46,$535.60
01/10/2024,$543.50,53379580,$536.16,$546.00,$534.89
01/09/2024,$531.40,77310010,$524.01,$543.25,$516.90
01/08/2024,$522.53,64250990,$495.12,$522.75,$494.79
01/05/2024,$490.97,41503930,$484.62,$495.47,$483.0601
01/04/2024,$479.98,30653490,$477.67,$485.00,$475.08
01/03/2024,$475.69,32089620,$474.85,$481.841,$473.20
01/02/2024,$481.68,41125420,$492.44,$492.95,$475.95
12/29/2023,$495.22,38929330,$498.13,$499.97,$487.51
12/28/2023,$495.22,24658750,$496.43,$498.8399,$494.12
12/27/2023,$494.17,23364800,$495.11,$496.80,$490.85
12/26/2023,$492.79,24419950,$489.68,$496.00,$489.60
12/22/2023,$488.30,25250680,$491.95,$493.83,$484.67
12/21/2023,$489.90,30042540,$488.11,$490.95,$484.19
12/20/2023,$481.11,39789440,$496.55,$499.99,$480.98
12/19/2023,$496.04,46444450,$494.24,$497.00,$488.95
12/18/2023,$500.77,41258720,$494.00,$504.3299,$491.50
12/15/2023,$488.90,47994760,$481.94,$494.04,$481.20
12/14/2023,$483.50,39123170,$483.90,$486.70,$474.22
12/13/2023,$480.88,44779190,$476.29,$485.94,$476.08
12/12/2023,$476.57,37238690,$460.46,$476.66,$460.46
12/11/2023,$466.27,50972810,$474.91,$475.31,$458.30
12/08/2023,$475.06,35922370,$465.95,$477.4085,$465.50
12/07/2023,$465.96,35082260,$457.00,$466.29,$456.04
12/06/2023,$455.03,38058960,$472.145,$473.87,$454.12
12/05/2023,$465.66,37171760,$454.66,$466.00,$452.71
12/04/2023,$455.10,43754340,$460.77,$460.77,$450.10
12/01/2023,$467.65,36931700,$465.25,$472.00,$461.87
11/30/2023,$467.70,52624660,$480.24,$481.10,$464.22
11/29/2023,$481.40,38200470,$483.79,$487.62,$478.60
11/28/2023,$478.21,40149090,$482.36,$483.229,$474.73
11/27/2023,$482.42,39566190,$478.00,$485.30,$476.52
11/24/2023,$477.76,29464460,$484.70,$489.21,$477.45
11/22/2023,$487.16,90064230,$498.52,$503.3494,$476.90
11/21/2023,$499.44,56574690,$501.26,$505.17,$492.22
11/20/2023,$504.09,41614260,$493.12,$505.48,$491.8101
11/17/2023,$492.98,32589690,$495.24,$497.17,$490.07
11/16/2023,$494.80,33975620,$486.79,$495.2469,$483.30
11/15/2023,$488.88,47549740,$499.35,$499.60,$482.00
11/14/2023,$496.56,41695390,$496.80,$498.34,$490.4001
11/13/2023,$486.20,38413570,$483.20,$491.16,$480.9901
11/10/2023,$483.35,42244160,$475.00,$484.72,$472.8301
11/09/2023,$469.50,54049600,$474.67,$482.30,$467.50
11/08/2023,$465.74,34671890,$461.00,$468.67,$459.68
11/07/2023,$459.55,34316550,$457.19,$462.18,$451.575
11/06/2023,$457.51,40073340,$452.845,$459.35,$448.99
11/03/2023,$450.05,42460960,$440.20,$453.0899,$437.23
11/02/2023,$435.06,40917190,$433.28,$438.84,$428.94
11/01/2023,$423.25,43759290,$408.84,$423.81,$408.69
10/31/2023,$407.80,51796870,$404.50,$408.79,$392.3001
10/30/2023,$411.61,38802810,$410.87,$417.66,$404.81
10/27/2023,$405.00,41678440,$411.30,$412.06,$400.15
10/26/2023,$403.26,54100130,$418.53,$422.5555,$398.8019
10/25/2023,$417.79,39837920,$433.98,$436.50,$415.55
10/24/2023,$436.63,40146340,$430.77,$436.97,$426.91
10/23/2023,$429.75,47853050,$412.29,$432.4799,$409.45
10/20/2023,$413.87,47726610,$418.90,$424.70,$410.78
10/19/2023,$421.01,50123310,$428.11,$432.97,$418.82
10/18/2023,$421.96,62729430,$425.91,$432.19,$418.25
10/17/2023,$439.38,81233270,$440.00,$447.54,$424.80
10/16/2023,$460.95,37509920,$450.63,$462.25,$449.12
10/13/2023,$454.61,47542600,$469.60,$471.16,$452.80
10/12/2023,$469.45,48132500,$467.77,$476.09,$463.30
10/11/2023,$468.06,37813690,$461.96,$468.59,$460.50
10/10/2023,$457.98,36858210,$453.10,$462.59,$450.88
10/09/2023,$452.73,40967470,$448.42,$456.05,$443.68
10/06/2023,$457.62,43443600,$441.93,$457.89,$440.26
10/05/2023,$446.88,39348310,$440.50,$449.00,$438.88
10/04/2023,$440.41,36182090,$437.42,$441.43,$432.9201
10/03/2023,$435.17,47084950,$448.08,$451.30,$432.46
10/02/2023,$447.82,43329820,$440.30,$451.75,$438.61
09/29/2023,$434.99,39782990,$438.27,$441.44,$433.0694
09/28/2023,$430.89,42466280,$424.60,$434.4631,$421.15
09/27/2023,$424.68,44493520,$423.30,$428.72,$416.2901
09/26/2023,$419.11,40228210,$420.01,$428.20,$416.55
09/25/2023,$422.22,41909100,$415.91,$425.36,$411.77
09/22/2023,$416.10,47923630,$415.72,$421.15,$412.31
09/21/2023,$410.17,45073600,$415.83,$421.00,$409.80
09/20/2023,$422.39,36710770,$436.00,$439.03,$422.23
09/19/2023,$435.20,37306420,$438.33,$439.66,$430.02
09/18/2023,$439.66,50027080,$427.48,$442.42,$420.00
09/15/2023,$439.00,50683050,$453.41,$455.99,$438.08
09/14/2023,$455.81,37009720,$459.50,$459.8699,$451.31
09/13/2023,$454.85,39835540,$446.00,$459.30,$445.03
09/12/2023,$448.70,34925630,$447.38,$456.73,$445.31
09/11/2023,$451.78,47396560,$461.48,$461.63,$443.12
09/08/2023,$455.72,47389990,$459.42,$466.06,$452.71
09/07/2023,$462.41,43332990,$455.25,$463.44,$451.52
09/06/2023,$470.61,46866960,$484.41,$485.49,$465.80
09/05/2023,$485.48,38265260,$482.23,$488.5081,$478.60
09/01/2023,$485.09,46383030,$497.62,$498.00,$481.416
08/31/2023,$493.55,52856980,$493.80,$497.44,$489.58
08/30/2023,$492.64,73520600,$490.44,$499.27,$484.25
08/29/2023,$487.84,70139700,$466.66,$490.81,$463.9101
08/28/2023,$468.35,68519220,$464.82,$469.80,$448.88
08/25/2023,$460.18,92534050,$470.12,$478.05,$450.24
08/24/2023,$471.63,115604400,$502.16,$502.66,$471.59
08/23/2023,$471.16,77904610,$458.66,$472.00,$452.08
08/22/2023,$456.68,75720690,$481.35,$481.87,$453.331
08/21/2023,$469.67,69257340,$444.94,$470.65,$442.22
08/18/2023,$432.99,58376790,$426.35,$435.7799,$416.60
08/17/2023,$433.435,45239480,$439.70,$440.62,$430.01
08/16/2023,$434.86,52745070,$445.20,$446.75,$434.06
08/15/2023,$439.40,67651150,$445.60,$452.68,$437.10
08/14/2023,$437.53,69028580,$404.86,$438.00,$403.11
08/11/2023,$408.55,53308530,$417.51,$420.18,$406.39
08/10/2023,$423.88,49270530,$421.60,$435.74,$418.35
08/09/2023,$425.54,58644910,$442.74,$443.12,$421.34
08/08/2023,$446.64,35384340,$448.53,$452.42,$440.5601
08/07/2023,$454.165,32215350,$451.11,$455.40,$445.6345
08/04/2023,$446.80,36266620,$449.85,$456.42,$443.93
08/03/2023,$445.15,32507660,$438.00,$451.18,$438.00
08/02/2023,$442.69,53014160,$458.31,$458.40,$433.87
08/01/2023,$465.07,23927600,$464.595,$469.00,$460.27
07/31/2023,$467.29,25105530,$467.54,$471.30,$465.0601
07/28/2023,$467.50,33119420,$466.68,$470.27,$463.81
07/27/2023,$459.00,45597550,$465.19,$473.95,$457.50
07/26/2023,$454.52,36423730,$460.21,$460.53,$446.30
07/25/2023,$456.79,34808090,$449.41,$461.825,$449.23
07/24/2023,$446.12,38309970,$447.31,$451.09,$440.40
07/21/2023,$443.09,96376860,$457.88,$458.66,$441.00
07/20/2023,$455.20,53786450,$465.07,$470.87,$450.62
07/19/2023,$470.77,42750180,$474.64,$478.18,$467.42
07/18/2023,$474.94,57019040,$467.01,$478.9599,$457.34
07/17/2023,$464.61,51048820,$462.89,$464.96,$452.6241
07/14/2023,$454.69,77207530,$465.828,$480.88,$450.60
07/13/2023,$459.77,47820370,$445.18,$461.55,$444.92
07/12/2023,$439.02,48127700,$430.33,$439.35,$427.7728
07/11/2023,$424.05,29824410,$424.81,$427.58,$420.67
07/10/2023,$421.80,35390810,$426.57,$428.11,$416.49
07/07/2023,$425.03,35588150,$423.22,$432.14,$421.80
07/06/2023,$421.03,30413880,$418.44,$421.79,$413.46
07/05/2023,$423.17,32361760,$421.35,$431.77,$420.85
07/03/2023,$424.13,19775410,$425.17,$428.98,$422.02
06/30/2023,$423.02,50114780,$416.80,$425.50,$415.01
06/29/2023,$408.22,38051430,$415.58,$416.00,$406.00
06/28/2023,$411.17,58263930,$406.60,$418.45,$405.18
06/27/2023,$418.76,46217470,$407.99,$419.40,$404.48
06/26/2023,$406.32,59432190,$424.61,$427.64,$401.00
06/23/2023,$422.09,35813980,$424.64,$428.09,$420.15
06/22/2023,$430.25,41773740,$422.53,$434.255,$422.34
06/21/2023,$430.45,55160290,$435.01,$436.15,$420.80
06/20/2023,$438.08,45115310,$429.98,$439.90,$426.74
06/16/2023,$426.92,65570940,$434.50,$437.21,$426.605
06/15/2023,$426.53,56862200,$426.02,$432.89,$421.47
06/14/2023,$429.97,74046500,$408.24,$430.00,$405.52
06/13/2023,$410.22,61320820,$401.86,$411.01,$397.40
06/12/2023,$394.82,38967340,$392.00,$395.2999,$386.18
06/09/2023,$387.70,42771750,$390.37,$397.11,$385.67
06/08/2023,$385.10,41777240,$377.24,$388.64,$375.05
06/07/2023,$374.75,51199790,$389.15,$394.99,$373.56
06/06/2023,$386.54,38872910,$388.30,$391.60,$381.48
06/05/2023,$391.71,39609380,$389.09,$395.6503,$387.07
06/02/2023,$393.27,48273120,$400.97,$405.00,$390.5801
06/01/2023,$397.70,63587300,$384.89,$400.50,$383.40
05/31/2023,$378.34,100258000,$394.88,$402.95,$378.22
05/30/2023,$401.11,92340110,$405.95,$419.38,$399.49
